"","row_names","id","created","contract_time","contract_type","salary_min","salary_max","salary_is_predicted","description","title","company.display_name","company.canonical_name","category.tag","category.label","location.display_name","longitude","latitude","date_queried","available_today","location_coords","day_created"
"5539","599","402551964","2016-06-23",NA,NA,50000,50000,"0",", MapReduce, Hive, HiveQL, machine learning, analytics, insight, <strong>Data</strong> <strong>Science</strong>, <strong>Data</strong> Scientist, customer, strategy, regression, clustering, predictive model, computer science.","Data Scientist","Harnham",NA,"pr-advertising-marketing-jobs","PR, Advertising & Marketing Jobs","South East London, London",-0.02806,51.451818,"2016-06-26 23:02:50",TRUE,"-0.02806 51.451818",2016-06-23
"5540","600","402548659","2016-06-23",NA,NA,50000,50000,"0","...  on this page. CONTACT For further details or to enquire about other roles, please contact Nick Mandella at Harnham. KEYWORDS R, Python, SQL, Statistical Modelling, <strong>Data</strong> <strong>Science</strong>, <strong>Data</strong> ...","Data Scientist","Harnham",NA,"pr-advertising-marketing-jobs","PR, Advertising & Marketing Jobs","South East London, London",-0.02806,51.451818,"2016-06-26 23:02:50",TRUE,"-0.02806 51.451818",2016-06-23
"5541","601","402743376","2016-06-23","full_time","permanent",50000,55000,"0",", Hadoop, Spark, MapReduce, Hive, HiveQL, machine learning, analytics, insight, <strong>Data</strong> <strong>Science</strong>, <strong>Data</strong> Scientist, customer, strategy, regression, clustering, predictive model, computer ...","Data Scientist","Harnham",NA,"pr-advertising-marketing-jobs","PR, Advertising & Marketing Jobs","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-06-23
"5542","602","402743378","2016-06-23","full_time","permanent",50000,55000,"0","...  on this page. CONTACT For further details or to enquire about other roles, please contact Nick Mandella at Harnham. KEYWORDS R, Python, SQL, Statistical Modelling, <strong>Data</strong> <strong>Science</strong>, <strong>Data</strong> ...","Data Scientist","Harnham",NA,"pr-advertising-marketing-jobs","PR, Advertising & Marketing Jobs","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-06-23
"5543","603","402804417","2016-06-23",NA,NA,52080.38,52080.38,"1",", Hadoop, Spark, MapReduce, Hive, HiveQL, machine learning, analytics, insight, <strong>Data</strong> <strong>Science</strong>, <strong>Data</strong> Scientist, customer, strategy, regression, clustering, predictive model, computer ...","Data Scientist","Harnham",NA,"pr-advertising-marketing-jobs","PR, Advertising & Marketing Jobs","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-23
"5544","604","402804528","2016-06-23",NA,NA,55399.38,55399.38,"1","...  on this page. CONTACT For further details or to enquire about other roles, please contact Nick Mandella at Harnham. KEYWORDS R, Python, SQL, Statistical Modelling, <strong>Data</strong> <strong>Science</strong>, <strong>Data</strong> ...","Data Scientist","Harnham",NA,"pr-advertising-marketing-jobs","PR, Advertising & Marketing Jobs","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-23
"5545","605","402832841","2016-06-23",NA,NA,50000,50000,"0",", Spark, MapReduce, Hive, HiveQL, machine learning, analytics, insight, <strong>Data</strong> <strong>Science</strong>, <strong>Data</strong> Scientist, customer, strategy, regression, clustering, predictive model, computer science.","Data Scientist","Harnham",NA,"it-jobs","IT Jobs","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-06-23
"5546","606","402832845","2016-06-23",NA,NA,50000,50000,"0",".CONTACTFor further details or to enquire about other roles, please contact Nick Mandella at Harnham.KEYWORDSR, Python, SQL, Statistical Modelling, <strong>Data</strong> <strong>Science</strong>, <strong>Data</strong> Scientist, statistics, machine ...","Data Scientist","Harnham",NA,"it-jobs","IT Jobs","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-06-23
"5547","607","400994729","2016-06-18",NA,NA,59035.14,59035.14,"1","...  <strong>science</strong>, <strong>data</strong>. ... : SAS, SQL, Insight, Marketing, Analyst, Contract, Freelance, Consultant, SPSS, Excel, Customer, ecommerce, online, London, modelling, regression, CHAID, propensity, algorithm, <strong>data</strong> ...","Senior Campaign Insight Analyst £300-£400 per day London","Harnham",NA,"pr-advertising-marketing-jobs","PR, Advertising & Marketing Jobs","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-18
"5548","609","392090994","2016-05-26",NA,NA,50000,50000,"0","...  Education/Qualifications  Degree or equivalent in one of <strong>data</strong> <strong>science</strong>, computer science, chemistry,biology, informatics or a related discipline;  PhD or equivalent experience in one ...  of <strong>data</strong> <strong>science</strong>, computer science, chemistry, biology, informatics or a related discipline Desirable Skills and Knowledge  Familiarity with databases, including schema design ...","DATA SCIENTIST","Searchability",NA,"scientific-qa-jobs","Scientific & QA Jobs","Leeds, West Yorkshire",-1.54912,53.799599,"2016-06-26 23:02:50",TRUE,"-1.54912 53.799599",2016-05-26
"5549","610","402364503","2016-06-22",NA,NA,42968.23,42968.23,"1","...  positions from exceptional candidates of all ranks in the following areas: · Economics, Management and <strong>Data</strong> <strong>Science</strong> · Computer Science and Systems Engineering · Neurosciences · Cultural ...  areas: · Economics, Management and <strong>Data</strong> <strong>Science</strong> · Computer Science and Systems Engineering · Neurosciences · Cultural Heritage While these are the main areas of interest of the School ...","International Scouting for Tenure-Track Positions 2016","IMT School for Advanced Studies Lucca",NA,"scientific-qa-jobs","Scientific & QA Jobs","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-22
"5550","611","397167185","2016-06-08",NA,"permanent",44885.01,44885.01,"1","...  to the development and test of machine vision (preferred), radar, or other complex sensor systems. An algorithms engineering background in defence, quantitative finance or <strong>data</strong> <strong>science</strong> would ...","Lead Test Engineer",NA,NA,"engineering-jobs","Engineering Jobs","Brighton, East Sussex",-0.13642,50.8195,"2016-06-26 23:02:50",TRUE,"-0.13642 50.8195",2016-06-08
"5551","612","402944094","2016-06-24",NA,"permanent",54842.02,54842.02,"1","...  57000 outlets) and a green field for Analytics and <strong>Data</strong> <strong>Science</strong>, they are looking for a hugely ambitious Scientific Data Leader who will drive a coherent strategy and articulate ...","Head of Data Strategy",NA,NA,"customer-services-jobs","Customer Services Jobs","North London, London",-0.123313,51.586237,"2016-06-26 23:02:50",TRUE,"-0.123313 51.586237",2016-06-24
"5552","613","397547402","2016-06-08",NA,"permanent",58576.88,58576.88,"1","...  understanding of technology, development processes and software architecture. You will be working closely with the development team, commercial pre-sales team and the <strong>data</strong> <strong>science</strong> team ...","Project Manager / Solutions Architect",NA,NA,"it-jobs","IT Jobs","Cambridgeshire, Eastern England",0.007257,52.350674,"2016-06-26 23:02:50",TRUE,"0.007257 52.350674",2016-06-08
"5553","614","399971013","2016-06-16",NA,"permanent",54589.29,54589.29,"1","...  where you will be leading a small but growing NLP team that is part of a technical division that includes <strong>Data</strong> <strong>Science</strong> and Software Engineering. You will be an experienced NLP ...","NLP Team Lead / Information extraction - Tech Startup",NA,NA,"it-jobs","IT Jobs","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-06-16
"5554","615","396271697","2016-06-06",NA,"permanent",38554.26,38554.26,"1","...  who is now in charge of developing the <strong>Data</strong> <strong>Science</strong> and Quant teams due to extensive growth and success. To be considered for the Quantitative Analyst position you will be able ...","Quantitative Analyst",NA,NA,"it-jobs","IT Jobs","Leeds, West Yorkshire",-1.54912,53.799599,"2016-06-26 23:02:50",TRUE,"-1.54912 53.799599",2016-06-06
"5555","616","398380343","2016-06-10",NA,"permanent",59706.07,59706.07,"1","...   Knowledge of high performance computing / <strong>data</strong> <strong>science</strong> principles (predictive modelling, machine learning, computer vision etc)  Agile or SCRUM master experience The BI Delivery Lead ...","BI Delivery Lead",NA,NA,"it-jobs","IT Jobs","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-06-10
"5556","617","399970455","2016-06-16",NA,"permanent",31950.73,31950.73,"1","...  - Development of automated functionality / protocol assignment technology - Development of real time predictive insights which can offer guidance - Translation of learning from existing <strong>data</strong> ...  <strong>science</strong> and NLP research programmes into product To be successful in the role of NLP Engineer you will have: - A background in Artificial Intelligence or Computer Science - Expertise ...","Natural Language Processing Engineer",NA,NA,"engineering-jobs","Engineering Jobs","Cambridge, Cambridgeshire",0.131237,52.202499,"2016-06-26 23:02:50",TRUE,"0.131237 52.202499",2016-06-16
"5557","618","390883350","2016-05-23",NA,NA,58000,58000,"0","...  to offer. The reason this role has both <strong>Data</strong> <strong>Science</strong> and <strong>Data</strong> Engineering skills required is because of the size of the business at the moment. Being a start-up it's all about mucking ...  - this will be working with Talend / Java The remaining 70% will be the <strong>Data</strong> <strong>Science</strong> side of things and will include working with tools like Google Big Query / Python / R and SQL to: - Generate ...","Senior Data Scientist / Data Engineer hybrid role","Blue Pelican",NA,"pr-advertising-marketing-jobs","PR, Advertising & Marketing Jobs","West London, London",-0.23839,51.511529,"2016-06-26 23:02:50",TRUE,"-0.23839 51.511529",2016-05-23
"5558","619","400275829","2016-06-16",NA,"permanent",60000,65000,"0","...  Bank in support of their new Big Data platform This Bank has taken a leadership position implementing '<strong>Data</strong> <strong>Science</strong> as a Service', using <strong>data</strong> to improve and optimise the Customer ...","Senior Hadoop Administrator","TDA Group",NA,"unknown","Unknown","Edinburgh",-3.18754,55.950199,"2016-06-26 23:02:50",TRUE,"-3.18754 55.950199",2016-06-16
"5559","620","400275848","2016-06-16",NA,"permanent",60000,65000,"0","...  of this Tier1 Bank in support of their new Big Data platform This Bank has taken a leadership position implementing '<strong>Data</strong> <strong>Science</strong> as a Service', using <strong>data</strong> to improve and optimise the Customer ...","Hadoop Engineer","TDA Group",NA,"unknown","Unknown","Manchester, Greater Manchester",-2.23438,53.480701,"2016-06-26 23:02:50",TRUE,"-2.23438 53.480701",2016-06-16
"5560","621","400276078","2016-06-16",NA,"permanent",45000,50000,"0","...  in support of their new Big Data platform This Bank has taken a leadership position implementing '<strong>Data</strong> <strong>Science</strong> as a Service', using <strong>data</strong> to improve and optimise the Customer journey ...","Hadoop Administrator","TDA Group",NA,"unknown","Unknown","Manchester, Greater Manchester",-2.23438,53.480701,"2016-06-26 23:02:50",TRUE,"-2.23438 53.480701",2016-06-16
"5561","622","399439176","2016-06-14",NA,"permanent",38,40,"0","...  computing on Hadoop, geospatial technologies or <strong>data</strong> <strong>science</strong>. Tasks, expectations/deliverable Accountable for the quality of deliverables from one or more software engineering teams ...","Lead Software Engineer","Capita Defence & Security Resourcing",NA,"unknown","Unknown","Taunton, Somerset",-3.10345,51.014702,"2016-06-26 23:02:50",TRUE,"-3.10345 51.014702",2016-06-14
"5562","625","385076753","2016-05-06",NA,NA,46318.08,46318.08,"1","...  of technology to improve verification and validation practices. In return you will bring At least 4 years of relevant development experience, (knowledge of <strong>data</strong> <strong>science</strong> and big <strong>data</strong> is a plus ...","Lead Software Engineer","Cimpress",NA,"engineering-jobs","Engineering Jobs","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-05-06
"5563","626","393898747","2016-06-01",NA,"permanent",70000,90000,"0","...  can be described as (Big <strong>data</strong>, <strong>Data</strong> <strong>Science</strong>, Digital, Cloud based, Intelligent Marketing, very intelligent marketing) high tech business bringing together consumers, retailers ...","Senior Project Manager, Agile,Tech, E-commerce, Marketing, Data","Salt",NA,"it-jobs","IT Jobs","South West London, London",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-01
